valence_slider.response,valence_slider.rt,arousal_slider.response,arousal_slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,img_name,vm,am,manipulation,participant,date,expName,psychopyVersion,OS,frameRate
1.235955056,2.475,1.367041199,3.225,0,197,197,0,1,13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_orig.jpg,2.190476,0.0,original,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
1.853932584,1.424,2.471910112,2.129,0,198,198,118,1,332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_circblurint.jpg,3.157348,0.483092,circularblurringint,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.524344569,2.374,0.215355805,3.908,0,199,199,171,1,365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_blur.jpg,2.507936,-1.968252,blurring,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.327715356,3.658,0.290262172,5.698,0,200,200,73,1,236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_bw.jpg,2.253968,0.0,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
1.132958801,1.574,1.179775281,3.223,0,201,201,447,1,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_blur.jpg,1.432444,-0.01935732,blurring,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.074906367,5.397,-1.06741573,6.533,0,202,202,110,1,293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_edges.jpg,-2.574524,2.632596,edges,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.121722846,2.108,-2.443820225,5.232,0,203,203,255,1,416_5eb54976bb41ce2a6d129ef985f792e716f010fb9b69b15f50f5d2db_blur.jpg,-2.58766,2.602972,blurring,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.95505618,7.93,-1.104868914,11.769,0,204,204,212,1,394_8e3a0cb945144d53bd1ace04b6256237ed9dcbbd9cb83f8a4886b0e6_edges.jpg,-2.593884,2.651956,edges,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.374531835,1.373,-0.814606742,7.116,0,205,205,379,1,640_0ddb4981a5f5842ed5b4f7ef941be53779189df5e718b1fc5475ad80_bw.jpg,2.571428,-1.873016,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.580524345,2.974,0.524344569,3.979,0,206,206,523,1,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_bw.jpg,3.174604,0.3174604,blackwhite,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.898876404,7.5,-2.125468165,8.805,0,207,207,344,1,494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_edges.jpg,0.03871468,0.0,edges,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
1.011235955,1.997,1.376404494,2.797,0,208,208,448,1,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_circblurint.jpg,1.432444,-0.01935732,circularblurringint,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
1.329588015,1.974,1.451310861,3.308,0,209,209,125,1,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_circblurext.jpg,1.838948,0.3097172,circularblurringext,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.505617978,9.98,-0.486891386,11.404,0,210,210,324,1,468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_orig.jpg,2.031744,0.2539684,original,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.102996255,2.191,-0.084269663,3.997,0,211,211,472,1,741_2b218fb015e3da83db73cacdb52e61e0c2534c1fe255bb1c5c74d47f_circblurint.jpg,3.140096,0.448584,circularblurringint,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
1.029962547,1.49,0.870786517,2.458,0,212,212,500,1,854_081a8409e4d6d10923b2dedcc16a3fca405fcd602e55a20d84cac69d_edges.jpg,3.088264,1.21538,edges,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
-0.037453184,4.483,-1.264044944,5.568,0,213,213,8,1,28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_edges.jpg,2.811244,-0.74584,edges,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.739700375,3.514,-0.393258427,5.811,0,214,214,304,1,453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_circblurint.jpg,2.222224,0.0,circularblurringint,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
0.234082397,2.146,-0.608614232,11.597,0,215,215,303,1,453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_blur.jpg,2.222224,0.0,blurring,dino02,2022-04-20_19h53.00.487,ratings,2022.1.1,Win32,59.95203837
