valence_slider.response,valence_slider.rt,arousal_slider.response,arousal_slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,img_name,vm,am,manipulation,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.205992509,5.154,-1.91011236,6.439,0,146,146,592,1,1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_circblurint.jpg,2.137444,0.703464,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.020599251,1.724,0.9082397,2.971,0,147,147,33,1,60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_blur.jpg,2.158732,0.0,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.58988764,1.61,-1.985018727,2.095,0,148,148,470,1,741_2b218fb015e3da83db73cacdb52e61e0c2534c1fe255bb1c5c74d47f_edges.jpg,3.140096,0.448584,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.730337079,1.518,-2.387640449,2.168,0,149,149,170,1,365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_edges.jpg,2.507936,-1.968252,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.526217228,1.728,1.020599251,2.322,0,150,150,108,1,293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_orig.jpg,-2.574524,2.632596,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.132958801,2.277,-2.162921348,3.095,0,151,151,356,1,500_3b520c7f352afa1a9f8c07e56cc0588cdc04d25ff6e7b602b5e280cb_edges.jpg,-0.8328,3.11766,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.254681648,1.306,-2.191011236,1.952,0,152,152,327,1,468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_blur.jpg,2.031744,0.2539684,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.174157303,1.884,-0.514981273,3.451,0,153,153,385,1,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_bw.jpg,-2.690668,2.61324,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.125468165,1.706,-1.629213483,2.256,0,154,154,450,1,716_2ab64478147184c4df720a52cf621875addc9007cb2967e4a9a88909_orig.jpg,2.428484,0.0,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.404494382,1.824,-1.947565543,3.225,0,155,155,527,1,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_circblurext.jpg,3.174604,0.3174604,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.357677903,1.409,0.889513109,1.89,0,156,156,447,1,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_blur.jpg,1.432444,-0.01935732,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.252808989,2.241,-0.31835206,2.889,0,157,157,14,1,39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_edges.jpg,2.022756,0.463548,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.458801498,2.646,-0.15917603,3.141,0,158,158,542,1,1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_edges.jpg,3.428572,-0.476192,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.713483146,2.909,3.239700375,3.562,0,159,159,115,1,332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_bw.jpg,3.157348,0.483092,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.020599251,1.429,3.033707865,2.008,0,160,160,445,1,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_bw.jpg,1.432444,-0.01935732,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.02247191,1.593,-1.217228464,2.225,0,161,161,571,1,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_bw.jpg,-2.507936,-1.142856,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.209737828,3.023,-0.421348315,3.605,0,162,162,65,1,156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_circblurext.jpg,2.222224,0.0,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.308988764,2.756,0.280898876,3.155,0,163,163,228,1,407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_orig.jpg,3.5873,-0.444444,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.177902622,1.255,0.833333333,1.921,0,164,164,201,1,380_34772591c787182a37724027eac6948ebc9d4064f6a601d23b923b8e_blur.jpg,2.222224,-0.063492,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.441947566,1.477,-0.280898876,2.205,0,165,165,104,1,284_cdcbd54fc995081ac95c8b2c37a19cebb341f61a8eb268cee1623492_edges.jpg,-1.015872,2.095236,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.284644195,34.178,-2.284644195,34.694,0,166,166,400,1,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_circblurint.jpg,-2.91956,2.466524,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.264044944,2.833,1.217228464,3.515,0,167,167,281,1,440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_circblurext.jpg,-2.284164,2.710028,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.112359551,1.328,0.805243446,1.989,0,168,168,338,1,492_a1a4d288d3bc486c83c3b6a835c42891989f5ba781633932298a7676_edges.jpg,3.406892,-0.44522,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.292134831,3.242,1.076779026,3.871,0,169,169,348,1,498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_orig.jpg,3.04762,-0.444444,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.376404494,1.571,-1.423220974,2.177,0,170,170,274,1,434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_circblurint.jpg,-3.523808,1.428572,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.38576779,2.197,-2.397003745,2.788,0,171,171,24,1,59_8568373b727f29d67ba6ce4c360dd918c8b08b13495fca56bdda5e82_orig.jpg,2.064896,0.505688,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.046816479,2.14,-1.123595506,2.908,0,172,172,354,1,500_3b520c7f352afa1a9f8c07e56cc0588cdc04d25ff6e7b602b5e280cb_orig.jpg,-0.8328,3.11766,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.471910112,2.192,0.440074906,4.829,0,173,173,42,1,92_5d20d78a8e57e628c6930676473a4e0a485e715841efd6286c660020_orig.jpg,2.126984,0.0,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.312734082,2.104,-0.898876404,2.804,0,174,174,575,1,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_circblurext.jpg,-2.507936,-1.142856,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.310861423,1.492,0.870786517,2.213,0,175,175,508,1,855_66d893451dfd1e7615132071c6c8a82b02dc2b37781cd89400883b26_circblurint.jpg,2.69484,0.2143624,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.127340824,1.807,0.964419476,2.539,0,176,176,98,1,267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_edges.jpg,1.980616,0.2107036,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.331460674,1.791,1.132958801,2.373,0,177,177,226,1,403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_circblurint.jpg,-3.333332,-1.396824,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.582397004,4.885,-0.852059925,5.583,0,178,178,346,1,494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_circblurint.jpg,0.03871468,0.0,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.284644195,1.407,-2.565543071,1.807,0,179,179,58,1,137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_circblurint.jpg,-0.95238,2.095236,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.5917603,1.745,-1.451310861,2.276,0,180,180,594,1,1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_orig.jpg,-0.03174604,0.190476,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.383895131,1.816,1.975655431,2.383,0,181,181,48,1,112_b6a4ce721c2e42943d7d8b168751d74cd2f372b1cd4fed5a4404faec_orig.jpg,2.107036,0.505688,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.22659176,1.374,-0.421348315,1.741,0,182,182,88,1,243_beddb302dcb21071d88c8d2cab07002050d36b3001ef28f89389fa56_circblurint.jpg,-0.3450656,-0.2070392,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.657303371,2.222,1.975655431,2.725,0,183,183,293,1,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_circblurext.jpg,1.619048,0.126984,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.462546816,24.656,-1.451310861,25.269,0,184,184,579,1,1061_665178b9cb0bc869cc2e2b68def4838db04e66f9531098fb75875a09_blur.jpg,0.3492064,-0.3174604,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.584269663,1.388,0.234082397,2.054,0,185,185,250,1,414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_circblurint.jpg,-2.786708,-1.133056,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.601123596,14.429,-1.882022472,15.41,0,186,186,560,1,1022_cf035e583d41a856836f8b0ae314ecbe79dffd9e40ef6a08cc26028f_edges.jpg,-0.2516452,3.05846,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.631086142,1.227,-2.471910112,1.788,0,187,187,392,1,663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_edges.jpg,2.58766,0.0918696,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.458801498,1.788,-2.256554307,2.337,0,188,188,123,1,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_blur.jpg,1.838948,0.3097172,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.573033708,1.658,-2.406367041,2.427,0,189,189,455,1,716_2ab64478147184c4df720a52cf621875addc9007cb2967e4a9a88909_circblurext.jpg,2.428484,0.0,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.151685393,2.746,-1.797752809,3.374,0,190,190,480,1,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_orig.jpg,2.126984,0.0,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.769662921,4.023,-0.440074906,4.859,0,191,191,424,1,692_e3e3bf88684fbbcdb9849a4147f9e2fcd39b0f083554a829aca4e9fa_circblurint.jpg,-0.44522,3.135888,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.676029963,1.924,3.389513109,2.657,0,192,192,37,1,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_bw.jpg,2.022756,0.505688,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.162921348,2.219,0.880149813,2.756,0,193,193,534,1,986_a77edb21e78bc3a6aa7406517824596b3496ad6c657b6befb84cf370_orig.jpg,-3.906316,-0.60496,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.651685393,3.326,3.286516854,4.457,0,194,194,479,1,748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_circblurext.jpg,-1.813112,3.307432,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.217228464,6.653,-2.059925094,9.217,0,195,195,34,1,60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_circblurint.jpg,2.158732,0.0,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.434456929,1.209,-0.823970037,1.76,0,196,196,335,1,482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_circblurext.jpg,-3.361852,-1.555612,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
2.359550562,4.078,1.292134831,4.707,0,197,197,585,1,1225_59c67a821456f2cce3e5acf66d7f00076bd02caffc984c1eb0df794e_blur.jpg,-0.444444,3.809524,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.827715356,1.441,-0.870786517,1.972,0,198,198,416,1,692_7d7eaf20e6de8956f0fca7500ace97a8599aa8b605a7d690cdb28724_edges.jpg,-2.063492,-1.26984,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.45505618,1.29,-1.292134831,2.258,0,199,199,322,1,460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_circblurint.jpg,-3.430992,-1.607468,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.573033708,1.474,-1.27340824,2.023,0,200,200,11,1,28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_circblurext.jpg,2.811244,-0.74584,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.58988764,2.251,-1.554307116,2.849,0,201,201,68,1,172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_edges.jpg,0.379572,0.01725328,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.088014981,2.558,1.86329588,3.105,0,202,202,399,1,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_blur.jpg,-2.91956,2.466524,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.237827715,2.096,-0.814606742,2.727,0,203,203,243,1,411_adfd0d5782129756321ff671d0cfb712528504c66c863df11aabd1e7_blur.jpg,-3.392332,-1.369576,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.284644195,1.556,-2.153558052,2.206,0,204,204,379,1,640_0ddb4981a5f5842ed5b4f7ef941be53779189df5e718b1fc5475ad80_bw.jpg,2.571428,-1.873016,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.389513109,1.463,-1.507490637,2.123,0,205,205,193,1,379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_bw.jpg,-0.3926308,2.88936,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.720973783,2.756,-0.599250936,3.376,0,206,206,524,1,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_edges.jpg,3.174604,0.3174604,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.79588015,1.99,-1.638576779,2.59,0,207,207,558,1,1022_cf035e583d41a856836f8b0ae314ecbe79dffd9e40ef6a08cc26028f_orig.jpg,-0.2516452,3.05846,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.146067416,1.973,-1.235955056,4.448,0,208,208,475,1,748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_bw.jpg,-1.813112,3.307432,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.168539326,1.774,-0.898876404,2.373,0,209,209,254,1,416_5eb54976bb41ce2a6d129ef985f792e716f010fb9b69b15f50f5d2db_edges.jpg,-2.58766,2.602972,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.144194757,1.243,-1.310861423,1.858,0,210,210,404,1,686_6745b57686ad5d1bd6cf3e7ed5bc0243a154f8939e88e30321dfcfdb_edges.jpg,-1.523808,3.650792,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.368913858,1.9,-2.125468165,2.578,0,211,211,128,1,349_18d92ef5c21ca70a3dd237aad251594e1688bbe01d8cff37b89c46b8_edges.jpg,-2.74874,-1.258228,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.179775281,1.673,1.994382022,2.092,0,212,212,36,1,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_orig.jpg,2.022756,0.505688,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.116104869,2.33,-0.571161049,2.874,0,213,213,357,1,500_3b520c7f352afa1a9f8c07e56cc0588cdc04d25ff6e7b602b5e280cb_blur.jpg,-0.8328,3.11766,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.312734082,1.29,-1.816479401,1.83,0,214,214,135,1,349_8809a67686d34844c915d7700e2ea72ad1c02ae232ae0d3cc0e458d4_blur.jpg,-3.619048,-0.2857144,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.919475655,2.108,0.964419476,2.589,0,215,215,550,1,1010_06d15f44b979c086561137000ec070ba4cd479856f92840a7850b2bf_circblurint.jpg,0.189786,-0.189786,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.037453184,7.833,-3.370786517,9.336,0,216,216,291,1,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_blur.jpg,1.619048,0.126984,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.252808989,2.642,0.028089888,3.271,0,217,217,38,1,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_edges.jpg,2.022756,0.505688,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.471910112,1.458,-0.205992509,2.139,0,218,218,157,1,358_157f8ac929713531a15b1ecf115e7b659cb90e83d675251e368d165f_bw.jpg,-3.777776,-0.571428,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.762172285,2.626,1.891385768,3.294,0,219,219,494,1,824_b1d91cc824ce0d3d383d3147da88d3d6dbaf6be918bab79e3ec8f501_edges.jpg,-3.645176,-1.432784,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.526217228,12.882,0.018726592,13.846,0,220,220,122,1,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_edges.jpg,1.838948,0.3097172,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.282771536,1.453,-1.123595506,2.182,0,221,221,231,1,407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_blur.jpg,3.5873,-0.444444,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.43071161,1.443,-1.43258427,2.172,0,222,222,35,1,60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_circblurext.jpg,2.158732,0.0,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.573033708,1.587,-2.378277154,2.786,0,223,223,310,1,455_34a7d8167619d110206c369e3f7dce8a3f99db763a9d8e2b956501d3_circblurint.jpg,-2.526412,-0.3827896,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.460674157,1.61,0.458801498,2.209,0,224,224,427,1,694_7a14b8ab7c564dcb0f628c4de7f6cb54e4c5f6601f774bf167641c37_bw.jpg,1.819588,0.116144,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.449438202,1.561,1.582397004,2.079,0,225,225,190,1,369_c99797771115d7627d4abe3415f814497288f91a7be1a04c17c776b9_circblurint.jpg,3.619824,-0.174216,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.425093633,1.358,-2.940074906,2.056,0,226,226,553,1,1014_a5c212ca979d482cf94c2db7697aba75620391a64b030ab7ad2bbecf_bw.jpg,-3.174604,-1.374372,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.799625468,2.092,0.365168539,2.806,0,227,227,394,1,663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_circblurint.jpg,2.58766,0.0918696,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.275280899,1.642,-1.282771536,2.323,0,228,228,225,1,403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_blur.jpg,-3.333332,-1.396824,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.252808989,2.857,-2.031835206,3.375,0,229,229,212,1,394_8e3a0cb945144d53bd1ace04b6256237ed9dcbbd9cb83f8a4886b0e6_edges.jpg,-2.593884,2.651956,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.462546816,2.102,-0.823970037,2.573,0,230,230,514,1,858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_circblurint.jpg,0.0623832,0.176752,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.348314607,1.322,1.376404494,1.989,0,231,231,112,1,293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_circblurint.jpg,-2.574524,2.632596,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.037453184,2.759,1.91011236,3.391,0,232,232,588,1,1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_orig.jpg,2.137444,0.703464,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.5,1.64,-1.563670412,2.242,0,233,233,593,1,1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_circblurext.jpg,2.137444,0.703464,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.505617978,2.258,-1.357677903,2.944,0,234,234,382,1,640_0ddb4981a5f5842ed5b4f7ef941be53779189df5e718b1fc5475ad80_circblurint.jpg,2.571428,-1.873016,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.368913858,8.103,-0.926966292,8.751,0,235,235,567,1,1037_e2eb929a6de79a63ce6cfe5321fcb74a203b134e4094932d90b01d99_blur.jpg,2.651956,0.0,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.640449438,4.161,-1.853932584,4.689,0,236,236,251,1,414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_circblurext.jpg,-2.786708,-1.133056,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.078651685,3.742,0.074906367,4.772,0,237,237,522,1,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_orig.jpg,3.174604,0.3174604,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-0.514981273,1.757,-1.470037453,2.653,0,238,238,208,1,381_5935a9f9796adce2f1539af6c75bcdc0c80d847a2ce9b77cf59b7672_circblurint.jpg,-1.327432,-0.442476,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.668539326,1.407,-1.779026217,1.986,0,239,239,313,1,459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_bw.jpg,0.03174604,0.0,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-3.277153558,1.364,-1.713483146,1.958,0,240,240,316,1,459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_circblurint.jpg,0.03174604,0.0,circularblurringint,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-2.331460674,3.256,0.337078652,3.863,0,241,241,449,1,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_circblurext.jpg,1.432444,-0.01935732,circularblurringext,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
0.084269663,1.839,-0.674157303,2.359,0,242,242,121,1,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_bw.jpg,1.838948,0.3097172,blackwhite,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.535580524,1.445,-0.299625468,2.096,0,243,243,477,1,748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_blur.jpg,-1.813112,3.307432,blurring,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
1.189138577,3.46,1.451310861,4.072,0,244,244,174,1,368_6507b94d7d0199f14efd3706db30c9c44b96085f84e9cc7792e3e0ae_orig.jpg,1.959544,0.400336,original,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
-1.329588015,2.929,1.039325843,3.491,0,245,245,20,1,48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_edges.jpg,-1.264224,-0.779604,edges,maba09021998,001,2022-03-29_10h03.45.236,ratings,2022.1.1,Win32,60.09615385
