n200,valence
-4.829022627181755,-3.718478937
-15.376581219960453,0.84910149
-17.234355801854118,-1.298051702
-10.650075668868709,-1.249252766
-4.188818845563754,0.126877234
-16.199633013310695,1.542046383
-12.872998540090794,-0.419670851
-4.4289976923074565,-3.454964682
-18.994842052425216,0.780782979
-18.112308329425215,0.858861277
-13.719046306143431,0.087838085
-14.004584313319132,0.224475106
-19.05777639466921,1.005258085
-16.152043311480835,1.015017873
-7.719432793750625,0.858861277
-18.203960943305677,2.810818724
-6.772052467851597,-3.786797448
-13.552812709539088,-3.88439532
-9.908541534626583,1.122375532
-3.74272481995307,1.610364894
-15.412819709962902,0.322072979
-13.592928948548261,1.346850639
1.4801045770324677,0.292793617
-10.341971803101513,-2.176432554
-15.452310840625243,0.28303383
0.6772303051339258,-0.761263404
-12.93890645198061,0.966218936
-8.659265667001362,1.298051702
-13.02048660222297,-2.488745745
-14.184600235628015,0.780782979
-5.707815948928361,0.683185107
-7.018353723887955,-0.28303383
-11.60546825127735,0.653905745
-12.312127273485325,-2.420427235
-17.934341319271528,2.059315107
-6.05519776482827,-1.864119362
-29.841993313821632,1.37613
-24.358758931578848,0.224475106
-5.582270069004127,0.341592553
-8.99354203921115,-0.10735766
-14.617895096345178,-1.629884469
-1.4845601888165982,0.156156596
-11.574480814255992,-1.259012554
-6.3110253868195105,-0.527028511
-7.042486516592195,0.146396809
-9.992236482867158,0.497749149
-6.2449185610106746,1.463968085
-5.030764874233809,-3.88439532
-31.444754198698284,-2.742500213
-5.440806151774052,1.210213617
-17.339132764185806,1.561565958
-18.63678730443675,0.331832766
-14.13754865357799,0.605106809
-18.778246655684963,-2.078834681
-11.644856817095105,0.390391489
-10.222027485690502,3.054813405
-20.589379133680684,0.956459149
-28.062318075291707,1.346850639
-11.52235249893119,0.292793617
-15.697191297448438,0.243994681
-6.231197734171368,0.507508936
-26.434726773861794,-3.054813405
-23.09208213095516,1.59084532
-23.18135339211563,-3.88439532
-13.0359304211844,0.507508936
-15.544427533160714,-0.400151277
-15.804969734627441,1.034537447
-26.454291942804108,0.195195745
2.2215403001327774,-1.629884469
-11.840528695785206,0.936939575
4.8594096345661635,-3.289048299
-8.44313887263575,-1.512767022
-11.650245286195949,0.204955532
-4.866764752005321,0.156156596
-8.906610452989383,-0.136637021
-19.30585060755821,-0.390391489
-22.279898094444455,0.614866596
-5.200221902673929,-1.893398724
-14.326214637647517,-3.786797448
-7.703613953999594,0.936939575
-21.421439856079452,-0.136637021
1.658894906936158,0.165916383
-19.47766515052698,1.268772341
-18.100371827962054,0.673425319
-8.22370509211087,0.868621064
-15.133305912483179,0.302553404
-19.225661793407056,0.673425319
-6.702958234132128,-0.068318511
-12.910009858590245,-0.419670851
-8.480212487478939,-0.029279362
-7.49781474862183,-2.108114043
-16.33246577822229,-2.098354256
-26.149732456390907,0.273274043
-6.276469187901621,-0.185435957
-30.246240153917338,1.229733192
-7.886310673122167,0.780782979
-2.6792146171560436,0.722224256
8.947087505489277,0.595347021
-7.2099687353987445,0.868621064
-17.22527933925818,0.995498298
-1.7142914161909362,-0.466346312
-8.260011595025743,-1.051087112
5.718273986446761,-0.507795355
-0.8308021989336339,-0.331707787
-4.570030650863714,-0.481941137
-8.499540224575108,-0.513010775
-2.212942855724616,0.061894678
-10.871982080072371,0.510169326
-7.404976483249363,-2.987068548
-4.99816907494516,-0.386000501
-10.575919927164376,0.23813312
-16.57326831862159,-0.337851306
-6.989328636983606,2.231263579
-1.1176729868906092,-1.253472375
-16.199786030132927,-0.444815989
-6.973461604590282,0.731542923
-7.210232515902706,3.297984377
-10.519738202211634,-0.153754874
-10.436238778203041,-1.01746177
-6.814785905543266,-0.330522516
-8.498938552791806,1.449206634
-13.574803965723964,-0.543650652
-5.080068875655101,-1.260437698
-9.581880757172692,-0.553698593
-4.506599283341285,0.868729152
-10.337204893091124,-2.659175744
-0.4835862749530619,1.554308259
-6.728738076380651,-1.245317781
-10.076930148141427,-1.732209452
-3.563450848669697,-1.3951308
-8.251419987640002,1.001873231
-6.785953841557347,-1.43258427
-1.3287731068724606,-3.108613946
-12.871142764308505,0.561797753
-12.003727510815262,1.235955056
-9.138182656302503,0.983146067
-12.4411483084074,-0.617977528
-9.52187346089257,1.142322669
-7.494446853612788,1.198502444
-7.424022042537442,-1.966292135
-4.8734733993916315,2.116106012
-4.635633874819303,-2.331460674
-8.813142660469756,-1.011235955
-8.696539745134578,0.308988764
-7.028930045195983,1.460674157
-5.632142202774042,1.975656574
-7.967034457070024,0.973783343
-7.270955718915774,-0.571160477
-6.453957726777454,-1.844569003
-6.845122014756739,-0.187265632
