p300,valence
4.765937261870273,-1.463968085
1.0630917045016437,0.468469787
1.746662922107337,0.546548085
-0.09334031029922786,0.048798936
-10.460265409630779,-2.371628299
3.1423421382735177,-0.878380851
5.225190190149146,1.30781149
1.8689087526549752,-3.864875746
-5.1456898026184135,-1.883638937
7.763543243162472,0.927179787
16.449765223279428,-0.097597872
2.283846117207423,0.780782979
7.921126400409314,0.702704681
-1.7371238732799632,-0.761263404
-7.090676256111599,-3.757518086
9.78421100932609,0.653905745
5.832151013627247,1.424928937
1.4778804650539588,-1.805560639
8.218289743190978,-1.356610426
15.74074068552911,-2.147153192
2.110335651853973,-2.937695958
4.486203061745236,-0.078078298
-5.607179717968046,0.126877234
4.557063571029773,-2.381388086
-8.356848195291475,-3.962473618
14.993082429634567,1.102855958
-0.18250721304533196,0.712464468
12.82616164285406,0.419670851
3.7574610434593634,0.195195745
9.978982398459916,-0.195195745
9.393277294635386,1.20045383
8.271407379311919,-1.093096171
4.039681372550728,-0.234234894
2.7851499093421093,-2.186192341
6.348669611829234,1.59084532
15.971237698238612,1.219973405
6.942898893862796,1.210213617
3.3759099808061306,-0.068318511
1.8377874388236868,1.122375532
19.95028673385718,-3.259768937
7.3593649825731955,-0.097597872
15.20651528438825,0.068318511
3.754170287938132,0.888140639
12.58845836176598,0.117117447
11.861157544083744,-0.039039149
3.13644264019705,-0.156156596
-2.9766779140481447,-0.702704681
14.966653206054572,0.927179787
15.559655828475105,0.195195745
0.7526453528600684,0.810062341
16.153578717180118,0.370871915
20.33825508693161,0.956459149
0.9095070274208611,-1.912918298
-4.275144021570942,0.263514255
16.576178027224525,0.91742
-0.6630257478023626,-3.25000915
10.488971556163225,-0.165916383
10.265964025552169,0.614866596
1.9042024506182804,0.888140639
9.310793044221542,-3.718478937
5.673227200466169,0.692944894
0.16866218004255049,-0.975978724
3.7821507774867076,-0.117117447
5.67762237376583,1.493247447
-8.740765639336626,0.751503617
2.7282966324353417,2.996254682
11.065926132059635,0.136637021
12.710548999732708,0.409911064
18.889927358867027,-0.068318511
15.563740700910705,0.361112128
8.751382788191375,-0.74174383
4.965840853953789,0.683185107
10.4182480610404,0.702704681
3.84438311933283,1.02477766
3.3213176410188856,0.292793617
13.03118599897652,-3.845356171
9.386313666224863,0.312313192
8.108780521352818,-2.205711915
4.407738910481576,-0.068318511
9.244322293538684,-0.165916383
0.8329132523408798,-0.009759787
6.0503710025571555,1.005258085
8.593880377599456,1.073576596
11.596499607101622,-3.855115958
6.899582220984184,-3.054813405
6.685521672042324,0.019519574
9.99523871584079,1.093096171
-1.6923174456201597,3.201210214
-1.889053646113195,0.243994681
1.068160843907664,0.439190426
1.4964498217649018,0.751503617
13.28476400253487,0.087838085
9.538469853282816,0.546548085
5.834420146668402,0.936939575
5.939394272206639,0.956459149
4.264109260374209,0.829581915
6.59123627922383,-2.40721399
9.536082621630223,-0.510049313
8.491611024421589,-1.217155314
6.776797139592522,0.955875697
9.240711217483208,-1.713485432
1.9760075650381037,-0.408473783
9.923877655333328,0.733790023
12.348846455742697,0.349430841
8.297923482501483,-0.346832847
9.781213875652885,-0.338137052
-1.1001039880542667,-1.229952123
1.8307069622596537,0.817288174
15.329365958131381,0.539740516
10.806340552235126,-0.999965025
9.840760146720275,-0.426734039
5.920312853748595,-0.527012286
4.820378964386273,-1.462716663
8.065005767485586,-1.252125944
15.945023207695193,2.254660389
10.710407676861252,3.016612307
9.855916820468494,-1.974206131
8.176806677247972,0.732666473
5.354453612167365,-0.318351488
11.968976566258398,0.093633245
0.5173644874000841,-0.646067416
10.787033847211454,-0.730337079
5.60364442371912,-1.142321812
-9.058915394220929,-2.453182949
4.583653718789469,0.730337079
2.885194609770158,-1.3951308
6.399494409038175,-2.986890814
-2.493583262407829,1.226592332
4.848643211798233,0.421348315
0.01778773996670955,0.945693455
-0.0994652034585029,0.842696629
-0.9107138982390915,0.674157303
3.4359841886194395,-0.777153272
-5.429844979622831,-2.041198216
2.2100753622978293,1.1048692
9.118954623996217,1.460674157
-4.585848928212852,-1.179775281
9.060793759070037,-0.47752809
8.8847920924269,-1.797752809
7.5251060243818575,-2.640449438
3.6012409158573635,-2.23782743
2.2132503313033394,1.376404494
-1.3110350800882298,1.872659748
9.755050296718277,-2.593632387
4.040408974980217,-0.093632387
7.61418631820137,1.816479972
1.0670202873725114,1.338951882
5.419017554133532,1.273409383
10.40383141890462,1.06741573
2.504198130647073,-0.252808989
3.6887990759377116,0.852060211
0.6192305683000446,-1.207865169
3.955505747738585,-0.80524316
-0.46406405374420345,-2.471910112
0.026643170377256182,1.235955056
6.633910464071386,0.636704691
4.5904665045861615,0.870786517
8.65451107011844,1.320224719
2.738620784918132,1.142322669
1.6589190800782114,-3.052434171
4.555167472683582,-1.825842697
8.6111296092558,0.655430997
8.274933591353866,2.340825113
0.8193463132296498,0.730337079
7.526349997667965,-1.207865169
10.856997314142971,0.720974354
2.5132402363676065,-1.769662921
7.652286399536701,1.029963118
-0.25199716819692897,1.273409383
9.330784422106072,0.926966292
2.470705142834272,1.179775281
0.07546022844383492,0.861423792
-2.988020942687806,1.376404494
-1.1816697467344595,-2.818351488
5.084593960447872,-0.580524059
1.4292163692408801,1.348314607
4.034682426819312,-2.902621151
