p300,valence
4.125950498134974,3.093852554
2.2686947040591456,0.400151277
5.838890947536545,-0.078078298
7.880699517827571,0.019519574
23.183298020481207,-0.117117447
-2.171719919786433,0.771023192
12.615664092483737,-2.566824043
18.636660927714825,-2.918176384
5.281372149004456,0.380631702
5.853088388205995,1.395649575
6.968371197275001,1.112615745
3.532518338420599,-0.058558723
10.845905850581154,-3.054813405
-3.547229619406913,-1.844599788
24.505648305801234,0.312313192
8.668505935016015,1.366370213
11.771303538391823,0.253754468
4.944313898563659,0.780782979
9.368905606640798,0.380631702
7.816957115427084,-0.273274043
13.589653749618375,0.751503617
8.040979751375515,1.737242128
31.100996061214186,0.517268724
7.475480273678245,-2.410667447
-0.37864800116210034,-3.347607022
-1.8573606161972442,0.380631702
1.174539625700674,0.975978724
0.8702182280750407,-2.918176384
9.84108291499546,0.663665532
1.1985605350865718,1.180934256
3.8223798759506904,0.761263404
1.5585160510421623,1.727482341
9.960437734397468,0.156156596
6.363706677216849,0.663665532
5.891636812954916,-2.244751064
9.885148914346157,0.780782979
8.93897367176616,-2.810818724
5.081635197070173,1.083336383
-1.6846140660006166,0.380631702
8.689831533632429,-0.185435957
-0.9933987320906388,-0.380631702
2.952864047707836,1.073576596
7.068705577582451,0.214715319
10.501294577067235,0.370871915
2.2444822541011527,-3.952713831
10.329795228273094,3.53304298
12.352433397448925,0.380631702
2.6123605293819407,0.351352341
-0.4673352769141794,3.415925533
5.419456957839877,0.956459149
8.843745691657636,0.400151277
3.7690020279233702,-3.220729788
6.70002159998094,1.561565958
3.63252317643197,0.009759787
-0.49505213161638684,-2.762019788
-2.6671713714915435,-1.20045383
11.064657838386522,0.683185107
8.263732834929131,0.10735766
4.353153353946763,1.102855958
11.200243100737687,1.737242128
3.7385844367002163,0.234234894
-1.4724698919879844,0.263514255
17.679628570196158,1.015017873
1.4354690722944803,-0.10735766
19.377899897936548,-0.214715319
8.635321669275859,-2.722980639
-5.231311616105296,0.478229575
1.8982856452824204,-2.088594469
-4.968983470938775,1.249252766
7.295678593574274,0.068318511
15.03392939522271,0.263514255
1.365375362427547,0.165916383
15.228701201078366,0.302553404
12.6331778012977,0.165916383
17.96302605061513,0.927179787
4.060992632325714,1.122375532
15.023813902985165,-0.888140639
5.059705337488244,0.74174383
16.248117997404762,0.692944894
-7.144166143362656,-1.503007234
10.382059522318638,1.83484
21.64226863094605,0.692944894
4.447603652128544,-0.17567617
7.738087831552777,0.097597872
5.720315529820927,0.868621064
-3.3958285647390962,0.400151277
-4.366905631979307,0.546548085
7.197122533913952,0.995498298
11.336124626762286,1.219973405
-2.455239239238533,-2.996254682
-4.331610175961959,1.30781149
6.581479391201006,-3.81607681
-2.5902132801134785,0.10735766
14.857553967470281,-3.825836597
6.577045678575733,-3.503763618
4.602012642534418,1.463968085
4.149345531012976,1.600605107
6.798341905108091,1.02477766
-2.542330769121385,-0.10735766
-2.611616990048575,-3.903914895
7.810970678883324,1.110810126
7.006603794648297,-0.320536296
11.442281202960173,-0.387693255
2.0149026261775083,-0.440895566
15.156258642546419,-1.298658964
8.295833173690344,-1.433878124
3.5627602539558736,0.883402735
