code,gender,blackwhite,blurring,circularblurringext,circularblurringint,canny,original
mile27,m,6.051568463256605,7.761340992124024,6.382328623342715,4.922291372912927,7.756432190973184,6.047743056665064
moob25,m,3.622488350662301,3.4923275359801584,3.556516743770906,1.6854656521476992,2.134814505513722,4.8766569340291275
mama13,f,8.719424967271257,6.6055104687738755,8.099112742888154,7.7629217632536465,7.283381636393017,9.679047537254611
vamo24,f,1.960205634436477,2.008505258512565,2.4516096443034687,2.250560087384432,3.171207734608009,2.683695462702076
jomo20,f,3.9318040351697623,2.931726390392876,3.5851719634115464,1.5027443716406654,2.446341900515525,3.3600063233240616
thko03,m,8.3256922234457,10.011890495631219,7.792773075941301,7.238767542403342,9.772063565931777,9.178556074398259
